Color	Type	SKU	Description	Base Price
SE	WALL CABINETS	SE-W3636	Wall cabinet 36"W x 36"H x 12"D	159.24
SE	WALL CABINETS	SE-W0942	Wall cabinet 9"W x 42"H x 12"D	67.3
SE	WALL CABINETS	SE-W1242	Wall cabinet 12"W x 42"H x 12"D	76.45
SE	WALL CABINETS	SE-W1542	Wall cabinet 15"W x 42"H x 12"D	90.48
SE	WALL CABINETS	SE-W1842	Wall cabinet 18"W x 42"H x 12"D	102.89
SE	WALL CABINETS	SE-W2142	Wall cabinet 21"W x 42"H x 12"D	112.85
SE	WALL CABINETS	SE-W2442	Wall cabinet 24"W x 42"H x 12"D	135.83
SE	WALL CABINETS	SE-W2742	Wall cabinet 27"W x 42"H x 12"D	145.38
SE	WALL CABINETS	SE-W3042	Wall cabinet 30"W x 42"H x 12"D	156.36
SE	WALL CABINETS	SE-W3342	Wall cabinet 33"W x 42"H x 12"D	167.95
SE	WALL CABINETS	SE-W3642	Wall cabinet 36"W x 42"H x 12"D	180.97
SE	WALL CORNER CABINETS	SE-BLW2730	"Wall blind corner cabinet 27""W x 30""H x 12""D"	95.57
SE	WALL CORNER CABINETS	SE-BLW2736	"Wall blind corner cabinet 27""W x 36""H x 12""D"	107.56
SE	WALL CORNER CABINETS	SE-BLW2742	"Wall blind corner cabinet 27""W x 42""H x 12""D"	125.25
SE	WALL CORNER CABINETS	SE-WDC2430	"Wall diagonal corner cabinet 24""W x 30""H x 12""D"	149.81
SE	WALL CORNER CABINETS	SE-WDC2436	"Wall diagonal corner cabinet 24""W x 36""H x 12""D"	161.38
SE	WALL CORNER CABINETS	SE-WDC2442	"Wall diagonal corner cabinet 24""W x 42""H x 12""D"	185.35
SE	BRIDGE CABINETS	SE-W3012	Wall cabinet 30"W x 12"H x 12"D	66.9
SE	BRIDGE CABINETS	SE-W3015	Wall cabinet 30"W x 15"H x 12"D	74.62
SE	BRIDGE CABINETS	SE-W3018	Wall cabinet 30"W x 18"H x 12"D	81.33
SE	BRIDGE CABINETS	SE-W3024	Wall cabinet 30"W x 24"H x 12"D	97.19
SE	BRIDGE CABINETS	SE-W3612	Wall cabinet 36"W x 12"H x 12"D	73.61
SE	BRIDGE CABINETS	SE-W3615	Wall cabinet 36"W x 15"H x 12"D	79.3
SE	BRIDGE CABINETS	SE-W3618	Wall cabinet 36"W x 18"H x 12"D	88.65
SE	BRIDGE CABINETS	SE-W3624	Wall cabinet 36"W x 24"H x 12"D	114.48
SE	REFRIGERATOR CABINETS	SE-W361224	Wall cabinet 36"W x 12"H x 24"D	94.14
SE	REFRIGERATOR CABINETS	SE-W361524	Wall cabinet 36"W x 15"H x 24"D	99.43
SE	REFRIGERATOR CABINETS	SE-W361824	Wall cabinet 36"W x 18"H x 24"D	106.75
SE	REFRIGERATOR CABINETS	SE-W362424	Wall cabinet 36"W x 24"H x 24"D	138.88
SE	VANITY CABINETS	SE-VSB24	"Vanity sink base cabinet 24""W × 34.5""H × 21""D"	109.6
SE	VANITY CABINETS	SE-VSB27	"Vanity sink base cabinet 27""W × 34.5""H × 21""D"	117.93
SE	VANITY CABINETS	SE-VSB30	"Vanity sink base cabinet 30""W × 34.5""H × 21""D"	127.49
SE	VANITY CABINETS	SE-VSB36	"Vanity sink base cabinet 36""W × 34.5""H × 21""D"	144.98
SE	VANITY CABINETS	SE-VSDB42	Center sink vanity cabinet, one drawer on each side 42"W × 34.5"H × 21"D	209.61
SE	VANITY CABINETS	SE-VDB12	"Vanity drawer base cabinet 12""W × 34.5""H × 21""D"	160.69
SE	VANITY CABINETS	SE-VDB15	"Vanity drawer base cabinet 15""W × 34.5""H × 21""D"	179.53
SE	VANITY CABINETS	SE-VDB18	"Vanity drawer base cabinet 18""W × 34.5""H × 21""D"	191.16
SE	TALL CABINETS	SE-UC1884	Pantry cabinet 18"W × 84"H × 24"D	273.89
SE	TALL CABINETS	SE-UC1890	Pantry cabinet 18"W × 90"H × 24"D 	283.24
SE	TALL CABINETS	SE-UC1896	Pantry cabinet 18"W × 96"H × 24"D	296.46
SE	TALL CABINETS	SE-UC2484	Pantry cabinet 24"W × 84"H × 24"D	323.5
SE	TALL CABINETS	SE-UC2490	Pantry cabinet 24"W × 90"H × 24"D	336.51
SE	TALL CABINETS	SE-UC2496	Pantry cabinet 24"W × 96"H × 24"D	353.19
SE	TALL CABINETS	SE-OC3384	Oven Cabinet 33"W × 84"H × 24"D	399.75
SE	TALL CABINETS	SE-OC3390	Oven Cabinet 33"W × 90"H × 24"D	439.81
SE	TALL CABINETS	SE-OC3396	Oven Cabinet 33"W × 96"H × 24"D	471.93
SE	WALL ACCESSORY CABINETS	SE-WR3018	"Wall wine rack cabinet 30""W × 18""H × 12""D "	88.04
SE	ROLL OUT SHELF	SE-ROT15	15" Roll Out Shelf	64.18
SE	ROLL OUT SHELF	SE-ROT18	18" Roll Out Shelf	67.98
SE	ROLL OUT SHELF	SE-ROT21	21" Roll Out Shelf	72.96
SE	ROLL OUT SHELF	SE-ROT24	24" Roll Out Shelf	77.57
SE	ROLL OUT SHELF	SE-ROT27	27" Roll Out Shelf	82.15
SE	ROLL OUT SHELF	SE-ROT30	30" Roll Out Shelf	87.14
SE	ROLL OUT SHELF	SE-ROT33	33" Roll Out Shelf	92.15
SE	ROLL OUT SHELF	SE-ROT36	36" Roll Out Shelf	97.17
SE	FILLERS & MOLDINGS	SE-WF342	Wall Fillers  3"W x 42"H	12.71
SE	FILLERS & MOLDINGS	SE-WF642	Wall Fillers  6"W x 42"H	24.73
SE	FILLERS & MOLDINGS	SE-TF396	Tall Fillers  3"W x 96"H	28.01
SE	FILLERS & MOLDINGS	SE-TF696	Tall Fillers  6"W x 96"H	61.66
SE	FILLERS & MOLDINGS	SE-REP396	"Refrigerator Panel  3""W × 96""H × 24''D"	81.04
SE	FILLERS & MOLDINGS	SE-BP4296	"Finish Panel  42''W x 96''H x 1/4''D"	68.1
SE	FILLERS & MOLDINGS	SE-DWR3	"Dishwasher End Panel 3""W × 34 1/2""H × 24''D"	31.88
SE	FILLERS & MOLDINGS	SE-WDD1230	Decorative Door For 30" Tall Wall Cabinet 	24.14
SE	FILLERS & MOLDINGS	SE-WDD1236	Decorative Door For 36" Tall Wall Cabinet 	28.01
SE	FILLERS & MOLDINGS	SE-WDD1242	Decorative Door For 42" Tall Wall Cabinet 	31.66
SE	FILLERS & MOLDINGS	SE-BDD24	Decorative Door For 24"D Base Cabinet 	45.17
SE	FILLERS & MOLDINGS	SE-OCM8	"Outside Corner Molding 1""W x 96""H x 1""D"	18.22
SE	FILLERS & MOLDINGS	SE-QRM8	"Quarter Round Molding 3/4""W × 96""H × 3/4""D"	13.66
SE	FILLERS & MOLDINGS	SE-BM8	"Batten Molding 3/4""W × 96""H × 1/4""D"	8.2
SE	FILLERS & MOLDINGS	SE-TK96	"Toe Kick 96""W × 4 1/2""H × 1/4""D"	8.81
SE	FILLERS & MOLDINGS	SE-SM8	"Scribe Molding 3/4""W × 96""H × 1/4""D"	8.2
SE	FILLERS & MOLDINGS	SE-FBM8	"Furniture Base Molding 96""W × 4 1/2""H × 5/8""D"	39.4
SE	FILLERS & MOLDINGS	SE-KD24/30	Knee Drawer	77.3
SE	FILLERS & MOLDINGS	SE-KD30/36	Knee Drawer	85.96
SE	FILLERS & MOLDINGS	SE-CB7X9	Decorative Corbel	25.41
SE	FILLERS & MOLDINGS	SE-COV	Cove Crown Molding	58.76
SE	FILLERS & MOLDINGS	SE-BSK	"Base Skin Panel 23 1/4""W × 34 1/2""H × 1/4""D"	13.66
SE	FILLERS & MOLDINGS	SE-WS42	"Wall Skin Panel 15""W × 42""H × 1/4""D"	11.86
SE	FILLERS & MOLDINGS	SE-TLRM8	Light Rail Molding	42.13
SE	FILLERS & MOLDINGS	SE-TUK	Touch Up Kit	11.86
SE	FILLERS & MOLDINGS	SE-SD	Sample Door	10
